collab_id,project_upid,project_name,country,country_code,registry,methodology,role,org_name_raw,company_name_resolved,company_country,org_type,website,linkedin,contact_name,contact_role,contact_email,confidence,source_url,notes
C0127,UP-ID000301-0,"Methane Recovery and Utilisation at Musim Mas Group Palm Oil Mill at PT. Berkat Sawit Sejati, Musi Banyuasin, Palembang, South Sumatra, Indonesia.",Indonesia,ID,CDM,AMS-III.H. 16.0,developer,PT. Berkat Sawit Sejati,,,,,,,,,,,
C0128,UP-ID000301-0,"Methane Recovery and Utilisation at Musim Mas Group Palm Oil Mill at PT. Berkat Sawit Sejati, Musi Banyuasin, Palembang, South Sumatra, Indonesia.",Indonesia,ID,CDM,AMS-III.H. 16.0,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0129,UP-PH960419-4,San Andres Producers Cooperative Biomass Steam Generation Project,Philippines,PH,CDM,AMS-I.C.,developer,San Andres Producers Cooperative,,,,,,,,,,,
C0130,UP-PH960419-4,San Andres Producers Cooperative Biomass Steam Generation Project,Philippines,PH,CDM,AMS-I.C.,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0131,UP-VN001254-5,Song Tranh 3 Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,developer,Song Tranh 3 Hydro Power Joint Stock Company,,,,,,,,,,,
C0132,UP-VN001254-5,Song Tranh 3 Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0133,UP-VN001300-9,Dinh Hai rice husk cogeneration project,Vietnam,VN,CDM,AMS-I.C. 19.0,developer,Dinh Hai Cogen Joint Stock Company,,,,,,,,,,,
C0134,UP-VN001300-9,Dinh Hai rice husk cogeneration project,Vietnam,VN,CDM,AMS-I.C. 19.0,verifier (VVB),Germanischer Lloyd Certification GmbH,,,,,,,,,,,
C0135,UP-MY062707-8,"Organic Waste Composting at Sg. Ruku Oil Palm Plantation, Sabah, Malaysia",Malaysia,MY,CDM,AM0039,developer,Lazarus Project Management Services Sdn Bhd,,,,,,,,,,,
C0136,UP-MY062707-8,"Organic Waste Composting at Sg. Ruku Oil Palm Plantation, Sabah, Malaysia",Malaysia,MY,CDM,AM0039,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),,,,,,,,,,,
C0137,UP-PH960479-1,Cebu City Landfill Gas and Waste to Energy Project.,Philippines,PH,CDM,ACM0001 11.0; AM0025 11.0,developer,"Philippine Bio Sciences Co., Inc.",,,,,,,,,,,
C0138,UP-PH960479-1,Cebu City Landfill Gas and Waste to Energy Project.,Philippines,PH,CDM,ACM0001 11.0; AM0025 11.0,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0139,UP-VN001285-8,Nam Pong Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,developer,ZaHung Joint Stock Company,,,,,,,,,,,
C0140,UP-VN001285-8,Nam Pong Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,verifier (VVB),"China Environmental United Certification Center Co., Ltd. (CEC)",,,,,,,,,,,
C0141,UP-PH960482-6,20 MW Nasulo Geothermal Project,Philippines,PH,CDM,ACM0002 6.0,developer,PNOC-EDC,,,,,,,,,,,
C0142,UP-PH960482-6,20 MW Nasulo Geothermal Project,Philippines,PH,CDM,ACM0002 6.0,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0143,UP-TH966873-2,Grid-connected Electricity Generation from Biomass at Buayai Bio Power.,Thailand,TH,CDM,AMS-I.C. 18.0,developer,"Buayai Bio Power Co., Ltd.",,,,,,,,,,,
C0144,UP-TH966873-2,Grid-connected Electricity Generation from Biomass at Buayai Bio Power.,Thailand,TH,CDM,AMS-I.C. 18.0,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),,,,,,,,,,,
C0145,UP-VN001234-0,Za Hung Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,developer,Za Hung Joint Stock Company,,,,,,,,,,,
C0146,UP-VN001234-0,Za Hung Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),,,,,,,,,,,
C0147,UP-MY062832-6,G.B. Industries Biomass Fuel Switch Project,Malaysia,MY,CDM,AMS-I.C. 16.0,developer,G.B. Industries Sdn. Bhd.,,,,,,,,,,,
C0148,UP-MY062832-6,G.B. Industries Biomass Fuel Switch Project,Malaysia,MY,CDM,AMS-I.C. 16.0,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),,,,,,,,,,,
C0149,UP-VN001118-1,Dasiat Hydro Power Project,Vietnam,VN,CDM,AMS-I.D.,developer,Southern Hydro Power Joint Stock Company,,,,,,,,,,,
C0150,UP-VN001118-1,Dasiat Hydro Power Project,Vietnam,VN,CDM,AMS-I.D.,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),,,,,,,,,,,
C0151,UP-TH966917-0,Thai Agro Energy Wastewater Treatment and Biogas Utilization Project,Thailand,TH,CDM,AMS-III.H. 16.0,developer,"Thai Agro Energy Public Co., Ltd",,,,,,,,,,,
C0152,UP-TH966917-0,Thai Agro Energy Wastewater Treatment and Biogas Utilization Project,Thailand,TH,CDM,AMS-III.H. 16.0,verifier (VVB),Germanischer Lloyd Certification GmbH,,,,,,,,,,,
C0153,UP-VN001341-0,"Hoi Xuan Hydropower Plant, Vietnam",Vietnam,VN,CDM,ACM0002 12.3.0,developer,VNECO Hoi Xuan Investment and Electricity Construction Joint Stock Company,,,,,,,,,,,
C0154,UP-VN001341-0,"Hoi Xuan Hydropower Plant, Vietnam",Vietnam,VN,CDM,ACM0002 12.3.0,verifier (VVB),Swiss Association for Quality and Management Systems,,,,,,,,,,,
C0155,UP-ID000398-4,Introduction of CNG-Diesel Hybrid Equipment to Public Bus in Semarang,Indonesia,ID,JCM,ID_AM026 Ver1.0,developer,BLU UPTD Trans Semarang,,,,,,,,,,,
C0156,UP-ID000398-4,Introduction of CNG-Diesel Hybrid Equipment to Public Bus in Semarang,Indonesia,ID,JCM,ID_AM026 Ver1.0,verifier (VVB),EPIC Sustainability Services Private Limited (EPIC),,,,,,,,,,,
C0157,UP-MY062697-0,MNI Renewable Energy Plant,Malaysia,MY,CDM,ACM0006,developer,Malaysian Newsprint Industries Sdn. Bhd.,,,,,,,,,,,
C0158,UP-MY062697-0,MNI Renewable Energy Plant,Malaysia,MY,CDM,ACM0006,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),,,,,,,,,,,
C0159,UP-ID000228-0,"AIN08-W-03, Methane Recovery in Wastewater Treatment, Sumatera Utara, Indonesia",Indonesia,ID,CDM,AMS-III.H. 9.0,developer,PT AES AgriVerde Indonesia,,,,,,,,,,,
C0160,UP-ID000228-0,"AIN08-W-03, Methane Recovery in Wastewater Treatment, Sumatera Utara, Indonesia",Indonesia,ID,CDM,AMS-III.H. 9.0,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),,,,,,,,,,,
C0161,UP-PH960440-7,Pig City confined swine feeding operations methane capture and combustion from improved animal waste management system,Philippines,PH,CDM,AMS-III.D. 12.0,developer,Cavite Pig City Inc.,,,,,,,,,,,
C0162,UP-PH960440-7,Pig City confined swine feeding operations methane capture and combustion from improved animal waste management system,Philippines,PH,CDM,AMS-III.D. 12.0,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),,,,,,,,,,,
C0163,UP-PH960423-8,SF6 Emission Reduction in High-Voltage Transmission Systems in the Philippines,Philippines,PH,CDM,AM0035,developer,National Grid Corporation of the Philippines,,,,,,,,,,,
C0164,UP-PH960423-8,SF6 Emission Reduction in High-Voltage Transmission Systems in the Philippines,Philippines,PH,CDM,AM0035,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),,,,,,,,,,,
C0165,UP-TH966795-7,Thachana Palm Oil Company Wastewater Treatment Project in Thailand (the Project),Thailand,TH,CDM,AMS-I.D.; AMS-III.H.,developer,"Thachana Palm Oil Co., Ltd.",,,,,,,,,,,
C0166,UP-TH966795-7,Thachana Palm Oil Company Wastewater Treatment Project in Thailand (the Project),Thailand,TH,CDM,AMS-I.D.; AMS-III.H.,verifier (VVB),Japan Quality Assurance Organisation (JQA),,,,,,,,,,,
C0167,UP-SG000023-2,Kim Hock Biomass Energy and Wood Recycling Plant,Singapore,SG,CDM,AMS-I.C. 19.0,developer,Kim Hock Corporation Pte Ltd,,,,,,,,,,,
C0168,UP-SG000023-2,Kim Hock Biomass Energy and Wood Recycling Plant,Singapore,SG,CDM,AMS-I.C. 19.0,verifier (VVB),SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),,,,,,,,,,,
C0169,UP-VN001200-0,Dak Rung 1 Hydropower Project,Vietnam,VN,CDM,AMS-I.D. 16.0,developer,Binh Minh Ltd.,,,,,,,,,,,
C0170,UP-VN001200-0,Dak Rung 1 Hydropower Project,Vietnam,VN,CDM,AMS-I.D. 16.0,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0171,UP-ID000217-3,MEN Energy Efficiency Improvement Project,Indonesia,ID,CDM,AMS-II.H. 1.0,developer,"Manunggal Energi Nusantara, PT",,,,,,,,,,,
C0172,UP-ID000217-3,MEN Energy Efficiency Improvement Project,Indonesia,ID,CDM,AMS-II.H. 1.0,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),,,,,,,,,,,
C0173,UP-MY062658-7,Composting of solid biomass waste separated from the Palm Oil Mill Effluent (POME) through the use of AVC Sludge Dewatering System at Synn Palm Oil Mill,Malaysia,MY,CDM,AMS-III.F.,developer,Brite-Tech Ventures Sdn. Bhd.,,,,,,,,,,,
C0174,UP-MY062658-7,Composting of solid biomass waste separated from the Palm Oil Mill Effluent (POME) through the use of AVC Sludge Dewatering System at Synn Palm Oil Mill,Malaysia,MY,CDM,AMS-III.F.,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),,,,,,,,,,,
C0175,UP-VN001074-3,Vsp Binh Thuan Ii Solar Power Project,Vietnam,VN,GCC,ACM0002 Grid-connected electricity generation from renewable sources,developer,VN Green Holdings Pte. Ltd.,,,,,,,,,,,
C0176,UP-VN001074-3,Vsp Binh Thuan Ii Solar Power Project,Vietnam,VN,GCC,ACM0002 Grid-connected electricity generation from renewable sources,verifier (VVB),4K Earth Science Private Limited (4KES),,,,,,,,,,,
C0177,UP-MY062673-8,"KLK Kekayaan Biogas Project, Project BCM07_KLK_13",Malaysia,MY,CDM,AMS-III.H.,developer,Kuala Lumpur Kepong Berhad,,,,,,,,,,,
C0178,UP-MY062673-8,"KLK Kekayaan Biogas Project, Project BCM07_KLK_13",Malaysia,MY,CDM,AMS-III.H.,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),,,,,,,,,,,
C0179,UP-PH960464-8,Bataan 2020 12.5 MW Power Rice Hull Cogeneration Project,Philippines,PH,CDM,AMS-I.C. 16.0,developer,"Bataan 2020, Inc.",,,,,,,,,,,
C0180,UP-PH960464-8,Bataan 2020 12.5 MW Power Rice Hull Cogeneration Project,Philippines,PH,CDM,AMS-I.C. 16.0,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),,,,,,,,,,,
C0181,UP-VN001251-8,Dak Me 1 Hydropower Project in Vietnam,Vietnam,VN,CDM,AMS-I.D. 17.0,developer,Dak Me Hydroelectirc Joint Stock Company,,,,,,,,,,,
C0182,UP-VN001251-8,Dak Me 1 Hydropower Project in Vietnam,Vietnam,VN,CDM,AMS-I.D. 17.0,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0183,UP-ID000222-6,Gikoko-Makassar - LFG Flaring Project,Indonesia,ID,CDM,ACM0001 8.1,developer,"PT Gikoko Kogyo Indonesia: The Municipal Government of the City of Makassar, South Sulawesi, Indonesia",,,,,,,,,,,
C0184,UP-ID000222-6,Gikoko-Makassar - LFG Flaring Project,Indonesia,ID,CDM,ACM0001 8.1,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0185,UP-PH960515-7,14.5MW Mini Hydro Power Plant Project in Siguil River in Mindanao,Philippines,PH,JCM,PH_AM001 Ver1.0,developer,"Alsons Consolidated Resources, Inc.",,,,,,,,,,,
C0186,UP-PH960515-7,14.5MW Mini Hydro Power Plant Project in Siguil River in Mindanao,Philippines,PH,JCM,PH_AM001 Ver1.0,verifier (VVB),EPIC Sustainability Services Private Limited (EPIC),,,,,,,,,,,
C0187,UP-VN001186-8,Yan Tann Sien Hydropower Project,Vietnam,VN,CDM,ACM0002 8.0,developer,Highland Song Da Hydropower Joint - Stock Company,,,,,,,,,,,
C0188,UP-VN001186-8,Yan Tann Sien Hydropower Project,Vietnam,VN,CDM,ACM0002 8.0,verifier (VVB),RWTÜV GmbH,,,,,,,,,,,
C0189,UP-PH960366-7,Alternergy Pililla Wind Power Project,Philippines,PH,CDM,ACM0002,developer,Alternergy Wind One Corporation,,,,,,,,,,,
C0190,UP-PH960366-7,Alternergy Pililla Wind Power Project,Philippines,PH,CDM,ACM0002,verifier (VVB),Korea Energy Management corporation (KEMCO),,,,,,,,,,,
C0191,UP-ID000128-1,Energy efficiency through gas turbine co-generation in Indonesia,Indonesia,ID,CDM,AMS-II.D.,developer,P.T. Bridgestone Tire Indonesia,,,,,,,,,,,
C0192,UP-ID000128-1,Energy efficiency through gas turbine co-generation in Indonesia,Indonesia,ID,CDM,AMS-II.D.,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0193,UP-TH966806-4,Waste Heat Recovery and Power Generation at Siam Cement Thung Song Plant Phase II (TS46 Project),Thailand,TH,CDM,AMS-III.Q.,developer,"Cementhai Energy Conservation Co., Ltd.",,,,,,,,,,,
C0194,UP-TH966806-4,Waste Heat Recovery and Power Generation at Siam Cement Thung Song Plant Phase II (TS46 Project),Thailand,TH,CDM,AMS-III.Q.,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),,,,,,,,,,,
C0195,UP-TH966780-4,"SABCO power project, Chumporn",Thailand,TH,CDM,AMS-I.D.,developer,Sub Anan Biomass Co.Ltd.,,,,,,,,,,,
C0196,UP-TH966780-4,"SABCO power project, Chumporn",Thailand,TH,CDM,AMS-I.D.,verifier (VVB),SGS United Kingdom Limited (SGS),,,,,,,,,,,
C0197,UP-TH967609-1,Introduction of 3.4MW Rooftop Solar Power System to Air-conditioning Parts Factories,Thailand,TH,JCM,TH_AM001 Ver1.0,developer,"SNC Former Public Co., Ltd.",,,,,,,,,,,
C0198,UP-TH967609-1,Introduction of 3.4MW Rooftop Solar Power System to Air-conditioning Parts Factories,Thailand,TH,JCM,TH_AM001 Ver1.0,verifier (VVB),Lloyd's Register Quality Assurance Limited (LRQA),,,,,,,,,,,
C0199,UP-ID000165-5,Partial Fuel Switch from Coal to Biomass Residues in Boilers for Electricity and Heat Generation,Indonesia,ID,CDM,AM0036,developer,PT Pura Barutama,,,,,,,,,,,
C0200,UP-ID000165-5,Partial Fuel Switch from Coal to Biomass Residues in Boilers for Electricity and Heat Generation,Indonesia,ID,CDM,AM0036,verifier (VVB),Japan Quality Assurance Organisation (JQA),,,,,,,,,,,
C0201,UP-MY062727-4,Tradewinds Methane Extraction and Power Generation Project,Malaysia,MY,CDM,AM0022,developer,"Tradewinds Plantation , Management Sdn Bhd",,,,,,,,,,,
C0202,UP-MY062727-4,Tradewinds Methane Extraction and Power Generation Project,Malaysia,MY,CDM,AM0022,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0203,UP-MY062646-2,"Biomass based Boiler project, SFI, Malaysia",Malaysia,MY,CDM,ACM0006,developer,Sabah Forest Industries SDN. BHD,,,,,,,,,,,
C0204,UP-MY062646-2,"Biomass based Boiler project, SFI, Malaysia",Malaysia,MY,CDM,ACM0006,verifier (VVB),SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),,,,,,,,,,,
C0205,UP-MY062833-5,Bionersis LFG Project Malaysia (Penang),Malaysia,MY,CDM,ACM0001 11.0,developer,Bionersis (Malaysia) SDN. BHD.,,,,,,,,,,,
C0206,UP-MY062833-5,Bionersis LFG Project Malaysia (Penang),Malaysia,MY,CDM,ACM0001 11.0,verifier (VVB),RINA Services S.p.A. (RINA),,,,,,,,,,,
C0207,UP-ID000198-6,Yahwei-Urumuka 6 Hydroelectric Power Plant,Indonesia,ID,CDM,AM0103,developer,PT. Papua Power Indonesia,,,,,,,,,,,
C0208,UP-ID000198-6,Yahwei-Urumuka 6 Hydroelectric Power Plant,Indonesia,ID,CDM,AM0103,verifier (VVB),Germanischer Lloyd Certification GmbH,,,,,,,,,,,
C0209,UP-TH966728-9,CEMEX Thailand. Blended Cement Project,Thailand,TH,CDM,ACM0005,developer,CEMEX (Thailand) Co. Ltd.,,,,,,,,,,,
C0210,UP-TH966728-9,CEMEX Thailand. Blended Cement Project,Thailand,TH,CDM,ACM0005,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0211,UP-TH967619-9,Introduction of 3.4 MW Rooftop Solar Power System in Technical Center and Office Buildings,Thailand,TH,JCM,TH_AM001 Ver2.0,developer,"Toyota Daihatsu Engineering & Manufacturing Co., Ltd.",,,,,,,,,,,
C0212,UP-TH967619-9,Introduction of 3.4 MW Rooftop Solar Power System in Technical Center and Office Buildings,Thailand,TH,JCM,TH_AM001 Ver2.0,verifier (VVB),EPIC Sustainability Services Private Limited (EPIC),,,,,,,,,,,
C0213,UP-PH960441-6,ANAEROBIC DIGESTION SWINE WASTEWATER TREATMENT WITH ON-SITE POWER PROJECT (ADSW RP2002),Philippines,PH,CDM,AMS-I.D. 12.0; AMS-III.D. 13.0,developer,Hacienda Bio-Energy Corporation,,,,,,,,,,,
C0214,UP-PH960441-6,ANAEROBIC DIGESTION SWINE WASTEWATER TREATMENT WITH ON-SITE POWER PROJECT (ADSW RP2002),Philippines,PH,CDM,AMS-I.D. 12.0; AMS-III.D. 13.0,verifier (VVB),SGS United Kingdom Limited (SGS),,,,,,,,,,,
C0215,UP-MY062650-5,Bumibiopower Biomass Power Plant Project,Malaysia,MY,CDM,AMS-I.D.; AMS-III.E.,developer,Bumibiopower (Pantai Remis) Sdn. Bhd.,,,,,,,,,,,
C0216,UP-MY062650-5,Bumibiopower Biomass Power Plant Project,Malaysia,MY,CDM,AMS-I.D.; AMS-III.E.,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0217,UP-VN001142-1,SK Carbon Neutral Programme in ASEAN,Vietnam,VN,CDM,ACM0002 ver. 20; AMS-I.D. ver. 18; AMS-I.F. ver. 3,developer,Climate Resources Exchange International Pte Ltd,,,,,,,,,,,
C0218,UP-VN001142-1,SK Carbon Neutral Programme in ASEAN,Vietnam,VN,CDM,ACM0002 ver. 20; AMS-I.D. ver. 18; AMS-I.F. ver. 3,verifier (VVB),Carbon Check (India) Private Ltd. (Carbon Check),,,,,,,,,,,
C0219,UP-TH966951-7,SPP2 Solar Power Project,Thailand,TH,CDM,AMS-I.D. 17.0,developer,"SPP Two Co., Ltd.",,,,,,,,,,,
C0220,UP-TH966951-7,SPP2 Solar Power Project,Thailand,TH,CDM,AMS-I.D. 17.0,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),,,,,,,,,,,
C0221,UP-KH000056-8,Lower Stung Russei Chrum Hydro-Electric Project,Cambodia,KH,CDM,ACM0002 12.3.0,developer,"China Huadian Lower Stung Russei Chrum Hydro-Electric Project (Cambodia) Co., Ltd.",,,,,,,,,,,
C0222,UP-KH000056-8,Lower Stung Russei Chrum Hydro-Electric Project,Cambodia,KH,CDM,ACM0002 12.3.0,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),,,,,,,,,,,
C0223,UP-ID000185-1,"RPSL Biomass Power Plant in Jambi, Indonesia",Indonesia,ID,CDM,ACM0006,developer,PT. Rimba Palma Sejahtera Lestari,,,,,,,,,,,
C0224,UP-ID000185-1,"RPSL Biomass Power Plant in Jambi, Indonesia",Indonesia,ID,CDM,ACM0006,verifier (VVB),SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),,,,,,,,,,,
C0225,UP-ID000266-3,Parluasan Hydro Electric Power Plant,Indonesia,ID,CDM,AMS-I.D. 15.0,developer,PT.Inpola Meka Elektrindo,,,,,,,,,,,
C0226,UP-ID000266-3,Parluasan Hydro Electric Power Plant,Indonesia,ID,CDM,AMS-I.D. 15.0,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0227,UP-ID000402-8,Introduction of 2.1MW Rooftop Solar Power System in Woodworking Factories,Indonesia,ID,JCM,ID_AM013 Ver1.0,developer,PT. AST Indonesia,,,,,,,,,,,
C0228,UP-ID000402-8,Introduction of 2.1MW Rooftop Solar Power System in Woodworking Factories,Indonesia,ID,JCM,ID_AM013 Ver1.0,verifier (VVB),PT. MUTUAGUNG LESTARI,,,,,,,,,,,
C0229,UP-TH966908-1,Eiamrungruang Waste Water Treatment and Biogas Utilization Project,Thailand,TH,CDM,AMS-I.C. 19.0; AMS-I.D. 17.0; AMS-III.H. 16.0,developer,"Eiam Rung-Ruang Renewable Co.,Ltd.",,,,,,,,,,,
C0230,UP-TH966908-1,Eiamrungruang Waste Water Treatment and Biogas Utilization Project,Thailand,TH,CDM,AMS-I.C. 19.0; AMS-I.D. 17.0; AMS-III.H. 16.0,verifier (VVB),Germanischer Lloyd Certification GmbH,,,,,,,,,,,
C0231,UP-TH966812-6,Wastewater Treatment with Biogas System (AFFR) in a Starch Plant for Energy & Environment Conservation at Chachoengsao.,Thailand,TH,CDM,AMS-I.C.; AMS-III.H.,developer,"Sima Interproduct Co.,Ltd.",,,,,,,,,,,
C0232,UP-TH966812-6,Wastewater Treatment with Biogas System (AFFR) in a Starch Plant for Energy & Environment Conservation at Chachoengsao.,Thailand,TH,CDM,AMS-I.C.; AMS-III.H.,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0233,UP-VN001249-3,"Bac Ha Hydropower Project, Vietnam",Vietnam,VN,CDM,ACM0002 12.3.0,developer,Bac Ha Hydropower Joint Stock Company,,,,,,,,,,,
C0234,UP-VN001249-3,"Bac Ha Hydropower Project, Vietnam",Vietnam,VN,CDM,ACM0002 12.3.0,verifier (VVB),Swiss Association for Quality and Management Systems,,,,,,,,,,,
C0235,UP-PH960397-0,Laguna de Bay Community Watershed Rehabilitation Project -1,Philippines,PH,CDM,AR-AMS0001,developer,Laguna Lake Development Authority,,,,,,,,,,,
C0236,UP-PH960397-0,Laguna de Bay Community Watershed Rehabilitation Project -1,Philippines,PH,CDM,AR-AMS0001,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),,,,,,,,,,,
C0237,UP-PH960487-1,Gaya Lim Farm Inc. Methane Recovery,Philippines,PH,CDM,AMS-III.D. 9.0,developer,"Philippine Bio-Sciences Co., Inc.",,,,,,,,,,,
C0238,UP-PH960487-1,Gaya Lim Farm Inc. Methane Recovery,Philippines,PH,CDM,AMS-III.D. 9.0,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0239,UP-VN001282-1,Dak Sin 1 Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,developer,VRG Dak Nong Joint Stock Company,,,,,,,,,,,
C0240,UP-VN001282-1,Dak Sin 1 Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,verifier (VVB),RWTÜV GmbH,,,,,,,,,,,
C0241,UP-MY062874-5,"Factory energy-efficiency improvement project in Malaysia (MAPREC, PRDM, PSCDDM, PAVCJM, PCM)",Malaysia,MY,CDM,AMS-II.D. 7.0,developer,Panasonic Electronic Devices Malaysia Sdn. Bhd.,,,,,,,,,,,
C0242,UP-MY062874-5,"Factory energy-efficiency improvement project in Malaysia (MAPREC, PRDM, PSCDDM, PAVCJM, PCM)",Malaysia,MY,CDM,AMS-II.D. 7.0,verifier (VVB),Japan Quality Assurance Organisation (JQA),,,,,,,,,,,
C0243,UP-PH960404-1,Philippine CFL Distribution Project,Philippines,PH,CDM,AMS-II.J. ver. 3,developer,"Department of Energy, Republic of Philippines (public)",,,,,,,,,,,
C0244,UP-PH960404-1,Philippine CFL Distribution Project,Philippines,PH,CDM,AMS-II.J. ver. 3,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),,,,,,,,,,,
C0245,UP-LA000086-7,TBEC LIG Biogas Project,Laos,LA,CDM,ACM0014 4.1.0,developer,"TBEC (Lao) Co., Ltd.",,,,,,,,,,,
C0246,UP-LA000086-7,TBEC LIG Biogas Project,Laos,LA,CDM,ACM0014 4.1.0,verifier (VVB),SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),,,,,,,,,,,
C0247,UP-VN001201-9,Ngoi Hut 1 Hydropower Project,Vietnam,VN,CDM,AMS-I.D. 16.0,developer,The Song Hong Energy Joint Stock Company,,,,,,,,,,,
C0248,UP-VN001201-9,Ngoi Hut 1 Hydropower Project,Vietnam,VN,CDM,AMS-I.D. 16.0,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0249,UP-VN001320-5,Installing Solar Water Heating Systems in the South of Viet Nam,Vietnam,VN,CDM,AMS-I.J.,developer,The Energy Conservation,,,,,,,,,,,
C0250,UP-VN001320-5,Installing Solar Water Heating Systems in the South of Viet Nam,Vietnam,VN,CDM,AMS-I.J.,verifier (VVB),Japan Quality Assurance Organisation (JQA),,,,,,,,,,,
C0251,UP-PH960478-2,Ambuklao Hydro Electric Power Plant (AHEPP) rehabilitation project,Philippines,PH,CDM,ACM0002 11.0,developer,"SN Aboitiz Power-Benguet, Inc.",,,,,,,,,,,
C0252,UP-PH960478-2,Ambuklao Hydro Electric Power Plant (AHEPP) rehabilitation project,Philippines,PH,CDM,ACM0002 11.0,verifier (VVB),SGS United Kingdom Limited (SGS),,,,,,,,,,,
C0253,UP-ID000131-6,"Fuel switch to biomass in Paper & Pulp industry at Perawang, Indonesia",Indonesia,ID,CDM,AM0036,developer,PT Indah Kiat Pulp and Paper Mill,,,,,,,,,,,
C0254,UP-ID000131-6,"Fuel switch to biomass in Paper & Pulp industry at Perawang, Indonesia",Indonesia,ID,CDM,AM0036,verifier (VVB),SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),,,,,,,,,,,
C0255,UP-VN001168-0,Cao Phong Reforestation Project,Vietnam,VN,CDM,AR-AMS0001 4.1,developer,Forest Development Fund,,,,,,,,,,,
C0256,UP-VN001168-0,Cao Phong Reforestation Project,Vietnam,VN,CDM,AR-AMS0001 4.1,verifier (VVB),"JACO CDM CO., LTD",,,,,,,,,,,
C0257,UP-MY062859-4,"Kretam Wastewater Biogas Recovery and Utilisation Project, in Sandakan, Sabah Malaysia",Malaysia,MY,CDM,AMS-I.A. 14.0; AMS-III.H. 16.0,developer,Kretam Renewable Energy Sdn. Bhd.,,,,,,,,,,,
C0258,UP-MY062859-4,"Kretam Wastewater Biogas Recovery and Utilisation Project, in Sandakan, Sabah Malaysia",Malaysia,MY,CDM,AMS-I.A. 14.0; AMS-III.H. 16.0,verifier (VVB),SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),,,,,,,,,,,
C0259,UP-PH960413-0,RED DRAGON FARM CORPORATION Methane Recovery and Electricity Generation,Philippines,PH,CDM,AMS-III.D.,developer,"philippine Bio-Science & Engneering Co., Inc",,,,,,,,,,,
C0260,UP-PH960413-0,RED DRAGON FARM CORPORATION Methane Recovery and Electricity Generation,Philippines,PH,CDM,AMS-III.D.,verifier (VVB),Det Norske Veritas- CUK,,,,,,,,,,,
C0261,UP-ID000314-5,"Methane recovery and electricity generation from POME at Pelakar Mill, Jambi, Indonesia",Indonesia,ID,CDM,AMS-I.A. 14.0; AMS-III.H. 16.0,developer,PT. Kresna Duta Agroindo,,,,,,,,,,,
