collab_id,project_upid,project_name,country,country_code,registry,methodology,role,org_name_raw,company_name_resolved,company_country,org_type,website,linkedin,contact_name,contact_role,contact_email,confidence,source_url,notes
C0287,UP-ID000192-2,Waste Heat Recovery at Meratus Jaya Iron and Steel for Electricity Generation,Indonesia,ID,CDM,ACM0012,developer,PT Meratus Jaya Iron and Steel,PT Meratus Jaya Iron and Steel,Indonesia,private company,https://www.meratusjaya.co.id/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0288,UP-ID000192-2,Waste Heat Recovery at Meratus Jaya Iron and Steel for Electricity Generation,Indonesia,ID,CDM,ACM0012,verifier (VVB),RINA Services S.p.A. (RINA),RINA,,certification body,https://www.rina.online/,https://www.linkedin.com/company/rina-north-america,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0289,UP-VN001137-8,Ngoi Duong Hydro Power Project,Vietnam,VN,CDM,AMS-I.D.,developer,Lao Cai Hydro Power Joint Stock Company,Lao Cai Hydro Power Joint Stock Company,Viet Nam,private company,https://www.dnb.com/business-directory/vn/lao_cai/electric-power-generation-transmission-and-distribution/companies?isHq=true,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0290,UP-VN001137-8,Ngoi Duong Hydro Power Project,Vietnam,VN,CDM,AMS-I.D.,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),TUEV-RHEIN,,certification body,https://www.tuv.com/world/en/,,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0291,UP-PH960449-8,Anaerobic Digestion Swine Wastewater Treatment With On-Site Power Project (ADSW RP2008),Philippines,PH,CDM,AMS-I.D. 12.0; AMS-III.D. 13.0,developer,Hacienda Bio-Energy Corporation,Hacienda Bio-Energy Corporation,Philippines,private company,https://www.youtube.com/watch?v=jnFALeNI380,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 1970.0),Matched via IGES CDM DB (Ref: 1970.0).
C0292,UP-PH960449-8,Anaerobic Digestion Swine Wastewater Treatment With On-Site Power Project (ADSW RP2008),Philippines,PH,CDM,AMS-I.D. 12.0; AMS-III.D. 13.0,verifier (VVB),SGS United Kingdom Limited (SGS),SGS,,certification body,https://www.sgs.com/en-us,https://www.linkedin.com/company/sgs/,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 1970.0),Matched via IGES CDM DB (Ref: 1970.0). Validated DOE.
C0293,UP-TH966949-2,Solar Power Company 94 MW Solar PV Project,Thailand,TH,CDM,ACM0002 12.3.0,developer,Solar Power Company Ltd.,Solar Power Company Ltd.,Thailand,private company,https://unfccc.int/climate-action/momentum-for-change/women-for-results/thailand-spcg-solar,https://ch.linkedin.com/company/engineered-systems-incorporated---worldwide-llc,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 8625.0),Matched via IGES CDM DB (Ref: 8625.0).
C0294,UP-TH966949-2,Solar Power Company 94 MW Solar PV Project,Thailand,TH,CDM,ACM0002 12.3.0,verifier (VVB),Germanischer Lloyd Certification GmbH,GLC,,certification body,https://www.facebook.com/Goldielookinchain/,https://www.linkedin.com/company/glc-group,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 8625.0),Matched via IGES CDM DB (Ref: 8625.0). Validated DOE.
C0295,UP-TH966957-1,Maesod Wastewater Treatment and Biogas Utilisation Project,Thailand,TH,CDM,AMS-I.C. 19.0; AMS-I.D. 17.0; AMS-III.H. 16.0,developer,Maesod Biogas Co. Ltd.,Maesod Biogas Company Ltd.,Thailand,private company,https://cdm.unfccc.int/Projects/DB/RINA1355318111.91/view?cp=1,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 5291.0),Matched via IGES CDM DB (Ref: 5291.0).
C0296,UP-TH966957-1,Maesod Wastewater Treatment and Biogas Utilisation Project,Thailand,TH,CDM,AMS-I.C. 19.0; AMS-I.D. 17.0; AMS-III.H. 16.0,verifier (VVB),RINA Services S.p.A. (RINA),RINA,,certification body,https://www.rina.online/,https://www.linkedin.com/company/rina-north-america,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 5291.0),Matched via IGES CDM DB (Ref: 5291.0). Validated DOE.
C0297,UP-TH966721-6,"Biopower project at Charoensuk Starch Co. Ltd, Thailand",Thailand,TH,CDM,AMS-I.C.; AMS-I.D.; AMS-III.H.,developer,"NP Biopower Co., Ltd.","NP Biopower Co., Ltd.",Thailand,private company,https://npbiogas.com/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0298,UP-TH966721-6,"Biopower project at Charoensuk Starch Co. Ltd, Thailand",Thailand,TH,CDM,AMS-I.C.; AMS-I.D.; AMS-III.H.,verifier (VVB),RWTÜV GmbH,RWTUV,,certification body,https://www.rwtuev.de/en/,https://vn.linkedin.com/company/troxmalaysia?trk=public_profile_experience-item_profile-section-card_subtitle-click,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0299,UP-ID000279-8,Utilization of waste heat from Sulphur Recovery Unit to generate electricity,Indonesia,ID,CDM,AMS-III.Q. 4.0,developer,PT. Indo Raya Kimia,PT. Indo Raya Kimia,Indonesia,private company,https://indokimiaraya.com/,https://id.linkedin.com/company/pt-rismaldi-putra-jaya,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 4874.0),Matched via IGES CDM DB (Ref: 4874.0).
C0300,UP-ID000279-8,Utilization of waste heat from Sulphur Recovery Unit to generate electricity,Indonesia,ID,CDM,AMS-III.Q. 4.0,verifier (VVB),RWTÜV GmbH,RWTUV,,certification body,https://www.rwtuev.de/en/,https://vn.linkedin.com/company/troxmalaysia?trk=public_profile_experience-item_profile-section-card_subtitle-click,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 4874.0),Matched via IGES CDM DB (Ref: 4874.0). Validated DOE.
C0301,UP-ID000157-5,"Organic Waste Composting at CKT Palm Oil Mill, Indonesia",Indonesia,ID,CDM,AM0039,developer,PT. Citrakoprasindo Tani,PT. Citrakoprasindo Tani,Indonesia,private company,https://www.waze.com/live-map/directions/id/jambi/pt.-citra-koprasindo-tani?to=place.ChIJ__9v06qIJS4RydMOaIugdIA,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0302,UP-ID000157-5,"Organic Waste Composting at CKT Palm Oil Mill, Indonesia",Indonesia,ID,CDM,AM0039,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),TUEV-RHEIN,,certification body,https://www.tuv.com/world/en/,,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0303,UP-MY062654-1,Composting of solid biomass waste separated from the Palm Oil Mill Effluent (POME) through the use of AVC Sludge Dewatering System at Waris Selesa Sdn. Bhd.,Malaysia,MY,CDM,AMS-III.F.,developer,Brite-Tech Ventures Sdn. Bhd.,Brite-Tech Ventures Sdn. Bhd.,Malaysia,private company,https://www.brite-tech.com/profile.htm,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0304,UP-MY062654-1,Composting of solid biomass waste separated from the Palm Oil Mill Effluent (POME) through the use of AVC Sludge Dewatering System at Waris Selesa Sdn. Bhd.,Malaysia,MY,CDM,AMS-III.F.,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),TUEV-RHEIN,,certification body,https://www.tuv.com/world/en/,,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0305,UP-MY062639-1,Bandar Baru Serting Biomass Project,Malaysia,MY,CDM,AMS-I.D.; AMS-III.E.,developer,MHES Asia Sdn. Bhd.,MHES Asia Sdn. Bhd.,Malaysia,private company,https://erc.undp.org/evaluation/documents/download/5208,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0306,UP-MY062639-1,Bandar Baru Serting Biomass Project,Malaysia,MY,CDM,AMS-I.D.; AMS-III.E.,verifier (VVB),Det Norske Veritas- CUK,DNV,,certification body,https://www.dnv.us/,https://no.linkedin.com/company/dnv,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0307,UP-ID000246-8,Belitung Energy Biomass Power Plant,Indonesia,ID,CDM,AMS-I.D. 15.0,developer,PT Belitung Energy,"PT Belitung Energy
PT Zeus-Innavitas",Indonesia,private company,https://cdm.unfccc.int/Projects/DB/SGS-UKL1264586814.8/view,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 3324.0),Matched via IGES CDM DB (Ref: 3324.0).
C0308,UP-ID000246-8,Belitung Energy Biomass Power Plant,Indonesia,ID,CDM,AMS-I.D. 15.0,verifier (VVB),SGS United Kingdom Limited (SGS),SGS,,certification body,https://www.sgs.com/en-us,https://www.linkedin.com/company/sgs/,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 3324.0),Matched via IGES CDM DB (Ref: 3324.0). Validated DOE.
C0309,UP-VN001148-5,The model project for renovation to increase the efficient use of energy in brewery,Vietnam,VN,CDM,AMS-II.D.,developer,"BTH, Habeco, Rib, Moi, Monre","BTH, HABECO, RIB, MOI, MONRE",Viet Nam,private company,https://en.mae.gov.vn/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0310,UP-VN001148-5,The model project for renovation to increase the efficient use of energy in brewery,Vietnam,VN,CDM,AMS-II.D.,verifier (VVB),Det Norske Veritas- CUK,DNV,,certification body,https://www.dnv.us/,https://no.linkedin.com/company/dnv,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0311,UP-VN001097-6,15MW Hiep Son Coke Ovens Waste Heat Power Project,Vietnam,VN,CDM,ACM0012,developer,Hiep Son Energy Joint-Stock Company,Hiep Son Energy Joint-Stock Company,Viet Nam,private company,https://www.exporthub.com/hiep-son-energy-joint-stock-company/profile.html,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0312,UP-VN001097-6,15MW Hiep Son Coke Ovens Waste Heat Power Project,Vietnam,VN,CDM,ACM0012,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),TUEV-SUED,,certification body,https://www.tuvsud.com/en-us,https://www.linkedin.com/company/tuev-sued-auto-service,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0313,UP-VN001089-6,Amaccao Quang Tri 1 Wind Power Project,Vietnam,VN,GCC,ACM0002 Grid-connected electricity generation from renewable sources,developer,Khe Sanh Wind Power Joint Stock Company,,,,,,,,,,,
C0314,UP-VN001089-6,Amaccao Quang Tri 1 Wind Power Project,Vietnam,VN,GCC,ACM0002 Grid-connected electricity generation from renewable sources,verifier (VVB),Carbon Check,,,,,,,,,,,
C0315,UP-MY062801-3,"Methane Recovery in Wastewater Treatment, Project AMA07-W-05, Pahang, Malaysia",Malaysia,MY,CDM,AMS-III.H. 9.0,developer,AES AgriVerde Services (Malaysia) Sdn Bhd,AES AgriVerde Services (Malaysia) Sdn Bhd,Malaysia,private company,https://www.sec.gov/Archives/edgar/data/874761/000104746907009853/a2181167zex-21_1.htm,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0316,UP-MY062801-3,"Methane Recovery in Wastewater Treatment, Project AMA07-W-05, Pahang, Malaysia",Malaysia,MY,CDM,AMS-III.H. 9.0,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),TUEV-SUED,,certification body,https://www.tuvsud.com/en-us,https://www.linkedin.com/company/tuev-sued-auto-service,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0317,UP-MY062795-1,"AMA08-W-21, Methane Recovery in Wastewater Treatment, Johor, Malaysia",Malaysia,MY,CDM,AMS-III.H. 9.0,developer,AES AgriVerde Services (Malaysia) Sdn Bhd,AES AgriVerde Services (Malaysia) Sdn Bhd,Malaysia,private company,https://www.sec.gov/Archives/edgar/data/874761/000104746907009853/a2181167zex-21_1.htm,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 2632.0),Matched via IGES CDM DB (Ref: 2632.0).
C0318,UP-MY062795-1,"AMA08-W-21, Methane Recovery in Wastewater Treatment, Johor, Malaysia",Malaysia,MY,CDM,AMS-III.H. 9.0,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),TUEV-SUED,,certification body,https://www.tuvsud.com/en-us,https://www.linkedin.com/company/tuev-sued-auto-service,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 2632.0),Matched via IGES CDM DB (Ref: 2632.0). Validated DOE.
C0319,UP-VN001260-7,Song Bung 5 Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,developer,Power Engineering Consulting Joint Stock Company 1,Power Engineering Consulting Joint Stock Company 1,Viet Nam,private company,https://www.linkedin.com/company/pecc1,https://www.linkedin.com/company/pecc1,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 5144.0),Matched via IGES CDM DB (Ref: 5144.0).
C0320,UP-VN001260-7,Song Bung 5 Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),TÜV NORD,,certification body,https://www.tuev-nord.de/en/,https://www.linkedin.com/company/t-v-nord-group,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 5144.0),Matched via IGES CDM DB (Ref: 5144.0). Validated DOE.
C0321,UP-VN001242-0,Ia Puch 3 Hydropower Project,Vietnam,VN,CDM,AMS-I.D. 16.0,developer,Gia Lai Electricity Company,Gia Lai Electricity Company,Viet Nam,private company,https://www.jera.co.jp/en/corporate/business/projects/gia_lai,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 4755.0),Matched via IGES CDM DB (Ref: 4755.0).
C0322,UP-VN001242-0,Ia Puch 3 Hydropower Project,Vietnam,VN,CDM,AMS-I.D. 16.0,verifier (VVB),Det Norske Veritas- CUK,DNV,,certification body,https://www.dnv.us/,https://no.linkedin.com/company/dnv,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 4755.0),Matched via IGES CDM DB (Ref: 4755.0). Validated DOE.
C0323,UP-VN001316-1,Song Mien 5 Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,developer,Song Mien 5 Hydro Power Joint Stock Co.,Song Mien 5 Hydro Power Joint Stock Co.,Viet Nam,private company,https://www.gem.wiki/Song_Bung_5_hydroelectric_plant,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 6203.0),Matched via IGES CDM DB (Ref: 6203.0).
C0324,UP-VN001316-1,Song Mien 5 Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,verifier (VVB),Japan Consulting Institute,JCI,,certification body,https://www.johnsoncontrols.com/,https://www.linkedin.com/company/junior-chamber-international,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 6203.0),Matched via IGES CDM DB (Ref: 6203.0). Validated DOE.
C0325,UP-PH960467-5,ANAEROBIC DIGESTION SWINE WASTEWATER TREATMENT WITH ON-SITE POWER PROJECT (ADSW RP3001),Philippines,PH,CDM,AMS-I.D. 15.0; AMS-III.D. 16.0,developer,Hacienda Bio-Energy Corporation,Hacienda Bio-Energy Corporation,Philippines,private company,https://www.youtube.com/watch?v=jnFALeNI380,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 3925.0),Matched via IGES CDM DB (Ref: 3925.0).
C0326,UP-PH960467-5,ANAEROBIC DIGESTION SWINE WASTEWATER TREATMENT WITH ON-SITE POWER PROJECT (ADSW RP3001),Philippines,PH,CDM,AMS-I.D. 15.0; AMS-III.D. 16.0,verifier (VVB),SGS United Kingdom Limited (SGS),SGS,,certification body,https://www.sgs.com/en-us,https://www.linkedin.com/company/sgs/,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 3925.0),Matched via IGES CDM DB (Ref: 3925.0). Validated DOE.
C0327,UP-TH966979-5,"19.2 MWe Biomass-to-Energy Project in Khonkaen, Thailand",Thailand,TH,CDM,ACM0018 2.0.0,developer,Khonkaen Green Power (KGP) Co. Ltd.,Khonkaen Green Power (KGP) Co. Ltd.,Thailand,private company,https://www.kgreenpower.com/en/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 9574.0),Matched via IGES CDM DB (Ref: 9574.0).
C0328,UP-TH966979-5,"19.2 MWe Biomass-to-Energy Project in Khonkaen, Thailand",Thailand,TH,CDM,ACM0018 2.0.0,verifier (VVB),Lloyd’s Register Quality Assurance Ltd. (LRQA),LRQA,,certification body,https://www.lrqa.com/en-us/,https://www.linkedin.com/company/lrqa,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 9574.0),Matched via IGES CDM DB (Ref: 9574.0). Validated DOE.
C0329,UP-VN001349-2,"Pao Cu Sang Hydropower Plant, Vietnam",Vietnam,VN,CDM,AMS-I.D. 17.0,developer,Pao Cu Sang Joint Stock Company,Pao Cu Sang Joint Stock Company,Viet Nam,private company,https://www.fact-link.com.vn/home/phucsangminhgas/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 6847.0),Matched via IGES CDM DB (Ref: 6847.0).
C0330,UP-VN001349-2,"Pao Cu Sang Hydropower Plant, Vietnam",Vietnam,VN,CDM,AMS-I.D. 17.0,verifier (VVB),Swiss Association for Quality and Management Systems,SQS,,certification body,https://aws.amazon.com/sqs/,https://www.linkedin.com/company/sqsspain,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 6847.0),Matched via IGES CDM DB (Ref: 6847.0). Validated DOE.
C0331,UP-TH966768-0,Natural Palm Oil Company Limited 1 MW Electricity Generation and Biogas Plant Project,Thailand,TH,CDM,AMS-I.D.; AMS-III.H.,developer,"Natural Palm Oil Co., Ltd. (NPO)","Natural Palm Oil Co., Ltd. (NPO)",Thailand,private company,https://rspo.org/members/2-0218-11-000-00/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0332,UP-TH966768-0,Natural Palm Oil Company Limited 1 MW Electricity Generation and Biogas Plant Project,Thailand,TH,CDM,AMS-I.D.; AMS-III.H.,verifier (VVB),SGS United Kingdom Limited (SGS),SGS,,certification body,https://www.sgs.com/en-us,https://www.linkedin.com/company/sgs/,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0333,UP-TH966849-3,"Green Glory Wastewater Treatment and Electricity Generation in Suratthani, Thailand",Thailand,TH,CDM,AMS-I.D. 13.0; AMS-III.H. 9.0,developer,"Green Glory Co., Ltd.","Green Glory Co., Ltd.",Thailand,private company,https://newbiodieselgroup-th.com/aboutUs,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 2658.0),Matched via IGES CDM DB (Ref: 2658.0).
C0334,UP-TH966849-3,"Green Glory Wastewater Treatment and Electricity Generation in Suratthani, Thailand",Thailand,TH,CDM,AMS-I.D. 13.0; AMS-III.H. 9.0,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),TUEV-SUED,,certification body,https://www.tuvsud.com/en-us,https://www.linkedin.com/company/tuev-sued-auto-service,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 2658.0),Matched via IGES CDM DB (Ref: 2658.0). Validated DOE.
C0335,UP-PH960442-5,Montalban Landfill Methane Recovery and Power Generation Project,Philippines,PH,CDM,ACM0001 6.0; AMS-I.D. 12.0,developer,Montalban Methane Project Corporation (MMPC),Montalban Methane Project Corporation (MMPC),Philippines,private company,https://cdm.unfccc.int/Projects/DB/SGS-UKL1211828991.5,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 1853.0),Matched via IGES CDM DB (Ref: 1853.0).
C0336,UP-PH960442-5,Montalban Landfill Methane Recovery and Power Generation Project,Philippines,PH,CDM,ACM0001 6.0; AMS-I.D. 12.0,verifier (VVB),SGS United Kingdom Limited (SGS),SGS,,certification body,https://www.sgs.com/en-us,https://www.linkedin.com/company/sgs/,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 1853.0),Matched via IGES CDM DB (Ref: 1853.0). Validated DOE.
C0337,UP-VN001324-1,Thac Xang Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,developer,Su Pan 1 Hydropower Joint Stock Co.,Su Pan 1 Hydropower Joint Stock Co.,Viet Nam,private company,https://www.andritz.com/hydro-en/hydronews/hy-hydro-news-30/hy-news-30-28-su-pan-1-vietnam-hydro,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 6439.0),Matched via IGES CDM DB (Ref: 6439.0).
C0338,UP-VN001324-1,Thac Xang Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,verifier (VVB),Japan Consulting Institute,JCI,,certification body,https://www.johnsoncontrols.com/,https://www.linkedin.com/company/junior-chamber-international,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 6439.0),Matched via IGES CDM DB (Ref: 6439.0). Validated DOE.
C0339,UP-TH967628-8,Low-carbon Operation for Power Grid Utilizing Online Voltage-var(Q) Optimal Control (OPENVQ) with ICT,Thailand,TH,JCM,TH_AM017 Ver1.0,developer,Electricity Generating Authority of Thailand (EGAT),,,,,,,,,,,
C0340,UP-TH967628-8,Low-carbon Operation for Power Grid Utilizing Online Voltage-var(Q) Optimal Control (OPENVQ) with ICT,Thailand,TH,JCM,TH_AM017 Ver1.0,verifier (VVB),Japan Management Association,,,,,,,,,,,
C0341,UP-PH960394-3,La Suerte Rice Husk-Fired Cogeneration,Philippines,PH,CDM,AMS-I.C.,developer,Isabela La Suerte Rice Mill Corp.,Isabela La Suerte Rice Mill Corp.,Philippines,private company,https://www.uttamenergy.com/la-suerte-rice-mills-corp-isabela-philippines/,https://ph.linkedin.com/company/land-bank-of-the-philippines-official,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0342,UP-PH960394-3,La Suerte Rice Husk-Fired Cogeneration,Philippines,PH,CDM,AMS-I.C.,verifier (VVB),Det Norske Veritas- CUK,DNV,,certification body,https://www.dnv.us/,https://no.linkedin.com/company/dnv,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0343,UP-ID000383-1,Introduction of 0.5MW Solar Power System to Aroma and Food Ingredients Factory,Indonesia,ID,JCM,ID_AM013 Ver1.0,developer,PT. Indesso Aroma,PT. Indesso Aroma,Indonesia,private company,https://www.indesso.com/,https://www.linkedin.com/company/pt-gasti-parama-estu,,,,0.9,https://www.jcm.go.jp/projects/ID017,Matched via IGES JCM DB (Ref: ID017).
C0344,UP-ID000383-1,Introduction of 0.5MW Solar Power System to Aroma and Food Ingredients Factory,Indonesia,ID,JCM,ID_AM013 Ver1.0,verifier (VVB),Lloyd’s Register Quality Assurance Limited,"
TPE-ID-002 Lloyd’s Register Quality Assurance Limited  ",,certification body,https://www.lr.org/en/,,,,,0.95,https://www.jcm.go.jp/projects/ID017,Matched via IGES JCM DB (Ref: ID017). Designated TPE.
C0345,UP-VN001195-7,Dak Ne Hydropower Project,Vietnam,VN,CDM,AMS-I.D. 13.0,developer,Trung Dong Company Ltd.,"Trung Dong Company Ltd. 
Investment and Trade Consultancy Company Ltd.. (INTRACO Co., Ltd.)",Viet Nam,private company,https://www.vb4e.com/en/new-member-announcement-investment-and-trade-consultancy-company-limited-intraco/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 3484.0),Matched via IGES CDM DB (Ref: 3484.0).
C0346,UP-VN001195-7,Dak Ne Hydropower Project,Vietnam,VN,CDM,AMS-I.D. 13.0,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),TUEV-RHEIN,,certification body,https://www.tuv.com/world/en/,,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 3484.0),Matched via IGES CDM DB (Ref: 3484.0). Validated DOE.
C0347,UP-TH966958-0,"Buasommai II biomass power plant at Suvarnabhum district, Roi-Et Province.",Thailand,TH,CDM,AMS-I.D. 17.0,developer,"Buasommai Electricity Generating Co., Ltd.","Buasommai Electricity Generating Co., Ltd.",Thailand,private company,https://th.kompass.com/c/buasommai-electricity-generating-co-ltd/th0085948/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 8722.0),Matched via IGES CDM DB (Ref: 8722.0).
C0348,UP-TH966958-0,"Buasommai II biomass power plant at Suvarnabhum district, Roi-Et Province.",Thailand,TH,CDM,AMS-I.D. 17.0,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),TUEV-RHEIN,,certification body,https://www.tuv.com/world/en/,,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 8722.0),Matched via IGES CDM DB (Ref: 8722.0). Validated DOE.
C0349,UP-ID000144-1,Introduction of a Gas Co-generation system at the chemical plant of PT.Kao Indonesia Chemicals,Indonesia,ID,CDM,AMS-II.D.,developer,PT.Kao Indonesia Chemicals,PT.Kao Indonesia Chemicals,Indonesia,private company,https://chemical.kao.com/id/en/,https://www.linkedin.com/company/kao-indonesia-chemicals-pt,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0350,UP-ID000144-1,Introduction of a Gas Co-generation system at the chemical plant of PT.Kao Indonesia Chemicals,Indonesia,ID,CDM,AMS-II.D.,verifier (VVB),Det Norske Veritas- CUK,DNV,,certification body,https://www.dnv.us/,https://no.linkedin.com/company/dnv,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0351,UP-TH967620-6,Introduction of 0.95 MW Rooftop Solar Power System in Cigarette Lighter Factory,Thailand,TH,JCM,TH_AM001 Ver2.0,developer,"Thai Merry Co., Ltd.",,,,,,,,,,,
C0352,UP-TH967620-6,Introduction of 0.95 MW Rooftop Solar Power System in Cigarette Lighter Factory,Thailand,TH,JCM,TH_AM001 Ver2.0,verifier (VVB),EPIC Sustainability Services Private Limited (EPIC),,,,,,,,,,,
C0353,UP-MY062838-0,Tekmedic Biomass Fuel Switch Project,Malaysia,MY,CDM,AMS-I.C. 18.0,developer,Tekmedic (M) Sdn. Bhd.,Tekmedic (M) Sdn. Bhd.,Malaysia,private company,https://margma.com.my/ordinary-user/tekmedic-m-sdn-bhd-170720-t/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 4801.0),Matched via IGES CDM DB (Ref: 4801.0).
C0354,UP-MY062838-0,Tekmedic Biomass Fuel Switch Project,Malaysia,MY,CDM,AMS-I.C. 18.0,verifier (VVB),SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),SIRIM,,certification body,http://www.sirim.my/,https://my.linkedin.com/company/sirim-berhad,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 4801.0),Matched via IGES CDM DB (Ref: 4801.0). Validated DOE.
