collab_id,project_upid,project_name,country,country_code,registry,methodology,role,org_name_raw,company_name_resolved,company_country,org_type,website,linkedin,contact_name,contact_role,contact_email,confidence,source_url,notes
C0134,UP-VN001300-9,Dinh Hai rice husk cogeneration project,Vietnam,VN,CDM,AMS-I.C. 19.0,verifier (VVB),Germanischer Lloyd Certification GmbH,GLC,,certification body,https://www.facebook.com/Goldielookinchain/,https://www.linkedin.com/company/glc-group,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 5907.0),Matched via IGES CDM DB (Ref: 5907.0). Validated DOE.
C0135,UP-MY062707-8,"Organic Waste Composting at Sg. Ruku Oil Palm Plantation, Sabah, Malaysia",Malaysia,MY,CDM,AM0039,developer,Lazarus Project Management Services Sdn Bhd,Lazarus Project Management Services Sdn Bhd,Malaysia,private company,https://www.creditscan.com.my/Malaysia-Company/LAZARUS-PROJECT-MANAGEMENT-SERVICES-SDN-BHD/739848-D,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0136,UP-MY062707-8,"Organic Waste Composting at Sg. Ruku Oil Palm Plantation, Sabah, Malaysia",Malaysia,MY,CDM,AM0039,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),TUEV-RHEIN,,certification body,https://www.tuv.com/world/en/,,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0137,UP-PH960479-1,Cebu City Landfill Gas and Waste to Energy Project.,Philippines,PH,CDM,ACM0001 11.0; AM0025 11.0,developer,"Philippine Bio Sciences Co., Inc.","Philippine Bio Sciences Co., Inc.",Philippines,private company,https://philbio.com.ph/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 4669.0),Matched via IGES CDM DB (Ref: 4669.0).
C0138,UP-PH960479-1,Cebu City Landfill Gas and Waste to Energy Project.,Philippines,PH,CDM,ACM0001 11.0; AM0025 11.0,verifier (VVB),Det Norske Veritas- CUK,DNV,,certification body,https://www.dnv.us/,https://no.linkedin.com/company/dnv,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 4669.0),Matched via IGES CDM DB (Ref: 4669.0). Validated DOE.
C0139,UP-VN001285-8,Nam Pong Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,developer,ZaHung Joint Stock Company,ZaHung Joint Stock Company,Viet Nam,private company,http://hado.com.vn/zahung-joint-stock-company,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 5573.0),Matched via IGES CDM DB (Ref: 5573.0).
C0140,UP-VN001285-8,Nam Pong Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,verifier (VVB),"China Environmental United Certification Center Co., Ltd. (CEC)",CEC,,certification body,https://exceptionalchildren.org/?srsltid=AU7gw4WaMNxoB4fHzX0l5duDvhkX8bXtnIooH_cpDMizgMeiWRk3UK3x,https://www.linkedin.com/company/cecfacilities,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 5573.0),Matched via IGES CDM DB (Ref: 5573.0). Validated DOE.
C0141,UP-PH960482-6,20 MW Nasulo Geothermal Project,Philippines,PH,CDM,ACM0002 6.0,developer,PNOC-EDC,PNOC-EDC,Philippines,private company,https://energy.com.ph/who-we-are/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 590.0),Matched via IGES CDM DB (Ref: 590.0).
C0142,UP-PH960482-6,20 MW Nasulo Geothermal Project,Philippines,PH,CDM,ACM0002 6.0,verifier (VVB),Det Norske Veritas- CUK,DNV,,certification body,https://www.dnv.us/,https://no.linkedin.com/company/dnv,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 590.0),Matched via IGES CDM DB (Ref: 590.0). Validated DOE.
C0143,UP-TH966873-2,Grid-connected Electricity Generation from Biomass at Buayai Bio Power.,Thailand,TH,CDM,AMS-I.C. 18.0,developer,"Buayai Bio Power Co., Ltd.","Buayai Bio Power Co., Ltd.",Thailand,private company,https://ontracactuators.com/2019/12/31/buayai-bio-power-project-form-thailand/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0144,UP-TH966873-2,Grid-connected Electricity Generation from Biomass at Buayai Bio Power.,Thailand,TH,CDM,AMS-I.C. 18.0,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),BVQI,,certification body,https://group.bureauveritas.com/,https://pa.linkedin.com/company/e-ssy,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0145,UP-VN001234-0,Za Hung Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,developer,Za Hung Joint Stock Company,Za Hung Joint Stock Company,Viet Nam,private company,http://hado.com.vn/zahung-joint-stock-company,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 4551.0),Matched via IGES CDM DB (Ref: 4551.0).
C0146,UP-VN001234-0,Za Hung Hydropower Project,Vietnam,VN,CDM,ACM0002 12.3.0,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),BVQI,,certification body,https://group.bureauveritas.com/,https://pa.linkedin.com/company/e-ssy,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 4551.0),Matched via IGES CDM DB (Ref: 4551.0). Validated DOE.
C0147,UP-MY062832-6,G.B. Industries Biomass Fuel Switch Project,Malaysia,MY,CDM,AMS-I.C. 16.0,developer,G.B. Industries Sdn. Bhd.,G.B. Industries Sdn. Bhd.,Malaysia,private company,https://gb-intl.com/,https://www.linkedin.com/company/novax-by-g-b-industries-sdn-bhd,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 4311.0),Matched via IGES CDM DB (Ref: 4311.0).
C0148,UP-MY062832-6,G.B. Industries Biomass Fuel Switch Project,Malaysia,MY,CDM,AMS-I.C. 16.0,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),TUEV-SUED,,certification body,https://www.tuvsud.com/en-us,https://www.linkedin.com/company/tuev-sued-auto-service,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 4311.0),Matched via IGES CDM DB (Ref: 4311.0). Validated DOE.
C0149,UP-VN001118-1,Dasiat Hydro Power Project,Vietnam,VN,CDM,AMS-I.D.,developer,Southern Hydro Power Joint Stock Company,"Southern Hydro Power Joint Stock Company,
RCEE Energy and Environment Joint Stock Company",Viet Nam,private company,https://www.certipedia.com/secure_area/quality_mark_documents/5448?locale=de,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0150,UP-VN001118-1,Dasiat Hydro Power Project,Vietnam,VN,CDM,AMS-I.D.,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),TUEV-RHEIN,,certification body,https://www.tuv.com/world/en/,,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0151,UP-TH966917-0,Thai Agro Energy Wastewater Treatment and Biogas Utilization Project,Thailand,TH,CDM,AMS-III.H. 16.0,developer,"Thai Agro Energy Public Co., Ltd","Thai Agro Energy Public Co., Ltd",Thailand,private company,https://www.thaiagroenergy.com/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 6784.0),Matched via IGES CDM DB (Ref: 6784.0).
C0152,UP-TH966917-0,Thai Agro Energy Wastewater Treatment and Biogas Utilization Project,Thailand,TH,CDM,AMS-III.H. 16.0,verifier (VVB),Germanischer Lloyd Certification GmbH,GLC,,certification body,https://www.facebook.com/Goldielookinchain/,https://www.linkedin.com/company/glc-group,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 6784.0),Matched via IGES CDM DB (Ref: 6784.0). Validated DOE.
C0153,UP-VN001341-0,"Hoi Xuan Hydropower Plant, Vietnam",Vietnam,VN,CDM,ACM0002 12.3.0,developer,VNECO Hoi Xuan Investment and Electricity Construction Joint Stock Company,VNECO Hoi Xuan Investment and Electricity Construction Joint Stock Company,Viet Nam,private company,https://www.miga.org/project/hoi-xuan-hydropower-project-0,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 6735.0),Matched via IGES CDM DB (Ref: 6735.0).
C0154,UP-VN001341-0,"Hoi Xuan Hydropower Plant, Vietnam",Vietnam,VN,CDM,ACM0002 12.3.0,verifier (VVB),Swiss Association for Quality and Management Systems,SQS,,certification body,https://aws.amazon.com/sqs/,https://www.linkedin.com/company/sqsspain,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 6735.0),Matched via IGES CDM DB (Ref: 6735.0). Validated DOE.
C0155,UP-ID000398-4,Introduction of CNG-Diesel Hybrid Equipment to Public Bus in Semarang,Indonesia,ID,JCM,ID_AM026 Ver1.0,developer,BLU UPTD Trans Semarang,,,,,,,,,,,
C0156,UP-ID000398-4,Introduction of CNG-Diesel Hybrid Equipment to Public Bus in Semarang,Indonesia,ID,JCM,ID_AM026 Ver1.0,verifier (VVB),EPIC Sustainability Services Private Limited (EPIC),,,,,,,,,,,
C0157,UP-MY062697-0,MNI Renewable Energy Plant,Malaysia,MY,CDM,ACM0006,developer,Malaysian Newsprint Industries Sdn. Bhd.,Malaysian Newsprint Industries Sdn. Bhd.,Malaysia,private company,https://en.wikipedia.org/wiki/Asia_Honour_Paper_Industries,https://www.linkedin.com/company/asia-honour-paper/,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0158,UP-MY062697-0,MNI Renewable Energy Plant,Malaysia,MY,CDM,ACM0006,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),TUEV-SUED,,certification body,https://www.tuvsud.com/en-us,https://www.linkedin.com/company/tuev-sued-auto-service,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0159,UP-ID000228-0,"AIN08-W-03, Methane Recovery in Wastewater Treatment, Sumatera Utara, Indonesia",Indonesia,ID,CDM,AMS-III.H. 9.0,developer,PT AES AgriVerde Indonesia,PT AES AgriVerde Indonesia,Indonesia,private company,https://www.scribd.com/document/379333024/Business-Partner-Questionnaire-PT-AES-AgriVerde-pdf,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 2633.0),Matched via IGES CDM DB (Ref: 2633.0).
C0160,UP-ID000228-0,"AIN08-W-03, Methane Recovery in Wastewater Treatment, Sumatera Utara, Indonesia",Indonesia,ID,CDM,AMS-III.H. 9.0,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),TUEV-SUED,,certification body,https://www.tuvsud.com/en-us,https://www.linkedin.com/company/tuev-sued-auto-service,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 2633.0),Matched via IGES CDM DB (Ref: 2633.0). Validated DOE.
C0161,UP-PH960440-7,Pig City confined swine feeding operations methane capture and combustion from improved animal waste management system,Philippines,PH,CDM,AMS-III.D. 12.0,developer,Cavite Pig City Inc.,"Cavite Pig City Inc. 
CaFiS Inc",Philippines,private company,https://nationalswine.com/seedstock/archive/2012/2012-aprmay-seedstock.pdf,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 1812.0),Matched via IGES CDM DB (Ref: 1812.0).
C0162,UP-PH960440-7,Pig City confined swine feeding operations methane capture and combustion from improved animal waste management system,Philippines,PH,CDM,AMS-III.D. 12.0,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),TUEV-SUED,,certification body,https://www.tuvsud.com/en-us,https://www.linkedin.com/company/tuev-sued-auto-service,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 1812.0),Matched via IGES CDM DB (Ref: 1812.0). Validated DOE.
C0163,UP-PH960423-8,SF6 Emission Reduction in High-Voltage Transmission Systems in the Philippines,Philippines,PH,CDM,AM0035,developer,National Grid Corporation of the Philippines,National Grid Corporation of the Philippines,Philippines,private company,https://www.ngcp.ph/,https://www.linkedin.com/company/national-grid-corporation-of-the-philippines,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0164,UP-PH960423-8,SF6 Emission Reduction in High-Voltage Transmission Systems in the Philippines,Philippines,PH,CDM,AM0035,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),BVQI,,certification body,https://group.bureauveritas.com/,https://pa.linkedin.com/company/e-ssy,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0165,UP-TH966795-7,Thachana Palm Oil Company Wastewater Treatment Project in Thailand (the Project),Thailand,TH,CDM,AMS-I.D.; AMS-III.H.,developer,"Thachana Palm Oil Co., Ltd.","Thachana Palm Oil Co., Ltd.",Thailand,private company,https://rspo.org/smallholder-rsep/sustainable-palm-oil-production-thachana-chaiya-community-enterprise/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0166,UP-TH966795-7,Thachana Palm Oil Company Wastewater Treatment Project in Thailand (the Project),Thailand,TH,CDM,AMS-I.D.; AMS-III.H.,verifier (VVB),Japan Quality Assurance Organisation (JQA),JQA,,certification body,https://obamawhitehouse.archives.gov/1600/presidents/johnquincyadams,https://www.linkedin.com/company/the-john-quincy-adams-society,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0167,UP-SG000023-2,Kim Hock Biomass Energy and Wood Recycling Plant,Singapore,SG,CDM,AMS-I.C. 19.0,developer,Kim Hock Corporation Pte Ltd,Kim Hock Corporation Pte Ltd,Singapore,private company,https://sg.linkedin.com/company/kim-hock-corporation-pte-ltd,https://sg.linkedin.com/company/kim-hock-corporation-pte-ltd,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0168,UP-SG000023-2,Kim Hock Biomass Energy and Wood Recycling Plant,Singapore,SG,CDM,AMS-I.C. 19.0,verifier (VVB),SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),DNV,,certification body,https://www.dnv.us/,https://no.linkedin.com/company/dnv,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0169,UP-VN001200-0,Dak Rung 1 Hydropower Project,Vietnam,VN,CDM,AMS-I.D. 16.0,developer,Binh Minh Ltd.,Binh Minh Ltd.,Viet Nam,private company,https://www.importinfo.com/binh-minh-vietnam-co-ltd,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 3552.0),Matched via IGES CDM DB (Ref: 3552.0).
C0170,UP-VN001200-0,Dak Rung 1 Hydropower Project,Vietnam,VN,CDM,AMS-I.D. 16.0,verifier (VVB),Det Norske Veritas- CUK,DNV,,certification body,https://www.dnv.us/,https://no.linkedin.com/company/dnv,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 3552.0),Matched via IGES CDM DB (Ref: 3552.0). Validated DOE.
C0171,UP-ID000217-3,MEN Energy Efficiency Improvement Project,Indonesia,ID,CDM,AMS-II.H. 1.0,developer,"Manunggal Energi Nusantara, PT","Manunggal Energi Nusantara, PT",Indonesia,private company,https://id.linkedin.com/in/soe-yoto-b3a5a9112,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0172,UP-ID000217-3,MEN Energy Efficiency Improvement Project,Indonesia,ID,CDM,AMS-II.H. 1.0,verifier (VVB),TÜV SÜD South Asia Private Limited (TÜV SÜD),TUEV-SUED,,certification body,https://www.tuvsud.com/en-us,https://www.linkedin.com/company/tuev-sued-auto-service,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0173,UP-MY062658-7,Composting of solid biomass waste separated from the Palm Oil Mill Effluent (POME) through the use of AVC Sludge Dewatering System at Synn Palm Oil Mill,Malaysia,MY,CDM,AMS-III.F.,developer,Brite-Tech Ventures Sdn. Bhd.,Brite-Tech Ventures Sdn. Bhd.,Malaysia,private company,https://www.brite-tech.com/profile.htm,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0174,UP-MY062658-7,Composting of solid biomass waste separated from the Palm Oil Mill Effluent (POME) through the use of AVC Sludge Dewatering System at Synn Palm Oil Mill,Malaysia,MY,CDM,AMS-III.F.,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),TUEV-RHEIN,,certification body,https://www.tuv.com/world/en/,,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0175,UP-VN001074-3,Vsp Binh Thuan Ii Solar Power Project,Vietnam,VN,GCC,ACM0002 Grid-connected electricity generation from renewable sources,developer,VN Green Holdings Pte. Ltd.,,,,,,,,,,,
C0176,UP-VN001074-3,Vsp Binh Thuan Ii Solar Power Project,Vietnam,VN,GCC,ACM0002 Grid-connected electricity generation from renewable sources,verifier (VVB),4K Earth Science Private Limited (4KES),,,,,,,,,,,
C0177,UP-MY062673-8,"KLK Kekayaan Biogas Project, Project BCM07_KLK_13",Malaysia,MY,CDM,AMS-III.H.,developer,Kuala Lumpur Kepong Berhad,"Kuala Lumpur Kepong Berhad
BioX Carbon III Sdn Bhd",Malaysia,private company,https://www.klk.com.my/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0178,UP-MY062673-8,"KLK Kekayaan Biogas Project, Project BCM07_KLK_13",Malaysia,MY,CDM,AMS-III.H.,verifier (VVB),TÜV Rheinland (China) Ltd. (TÜV Rheinland),TUEV-RHEIN,,certification body,https://www.tuv.com/world/en/,,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0179,UP-PH960464-8,Bataan 2020 12.5 MW Power Rice Hull Cogeneration Project,Philippines,PH,CDM,AMS-I.C. 16.0,developer,"Bataan 2020, Inc.","Bataan 2020, Inc.",Philippines,private company,https://www.pulpandpaper-technology.com/suppliers/bataan-2020-inc,https://www.linkedin.com/company/bataan2020/,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 3424.0),Matched via IGES CDM DB (Ref: 3424.0).
C0180,UP-PH960464-8,Bataan 2020 12.5 MW Power Rice Hull Cogeneration Project,Philippines,PH,CDM,AMS-I.C. 16.0,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),BVQI,,certification body,https://group.bureauveritas.com/,https://pa.linkedin.com/company/e-ssy,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 3424.0),Matched via IGES CDM DB (Ref: 3424.0). Validated DOE.
C0181,UP-VN001251-8,Dak Me 1 Hydropower Project in Vietnam,Vietnam,VN,CDM,AMS-I.D. 17.0,developer,Dak Me Hydroelectirc Joint Stock Company,Dak Me Hydroelectirc Joint Stock Company,Viet Nam,private company,https://documents.worldbank.org/en/publication/documents-reports/documentdetail/391651468320082688,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 4955.0),Matched via IGES CDM DB (Ref: 4955.0).
C0182,UP-VN001251-8,Dak Me 1 Hydropower Project in Vietnam,Vietnam,VN,CDM,AMS-I.D. 17.0,verifier (VVB),Det Norske Veritas- CUK,DNV,,certification body,https://www.dnv.us/,https://no.linkedin.com/company/dnv,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 4955.0),Matched via IGES CDM DB (Ref: 4955.0). Validated DOE.
C0183,UP-ID000222-6,Gikoko-Makassar - LFG Flaring Project,Indonesia,ID,CDM,ACM0001 8.1,developer,"PT Gikoko Kogyo Indonesia: The Municipal Government of the City of Makassar, South Sulawesi, Indonesia","PT Gikoko Kogyo Indonesia: The Municipal Government of the City of Makassar, South Sulawesi, Indonesia",Indonesia,private company,https://ch.linkedin.com/company/pt-gikoko-kogyo-indonesia,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 2518.0),Matched via IGES CDM DB (Ref: 2518.0).
C0184,UP-ID000222-6,Gikoko-Makassar - LFG Flaring Project,Indonesia,ID,CDM,ACM0001 8.1,verifier (VVB),Det Norske Veritas- CUK,DNV,,certification body,https://www.dnv.us/,https://no.linkedin.com/company/dnv,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 2518.0),Matched via IGES CDM DB (Ref: 2518.0). Validated DOE.
C0185,UP-PH960515-7,14.5MW Mini Hydro Power Plant Project in Siguil River in Mindanao,Philippines,PH,JCM,PH_AM001 Ver1.0,developer,"Alsons Consolidated Resources, Inc.",,,,,,,,,,,
C0186,UP-PH960515-7,14.5MW Mini Hydro Power Plant Project in Siguil River in Mindanao,Philippines,PH,JCM,PH_AM001 Ver1.0,verifier (VVB),EPIC Sustainability Services Private Limited (EPIC),,,,,,,,,,,
C0187,UP-VN001186-8,Yan Tann Sien Hydropower Project,Vietnam,VN,CDM,ACM0002 8.0,developer,Highland Song Da Hydropower Joint - Stock Company,Highland Song Da Hydropower Joint - Stock Company,Viet Nam,private company,https://www.emis.com/php/company-profile/VN/Highland_-_Song_Da_7_Hydropower_Joint_Stock_Company__C%C3%B4ng_Ty_C%E1%BB%95_Ph%E1%BA%A7n_Th%E1%BB%A7y_%C4%90i%E1%BB%87n_Cao_Nguy%C3%AAn_-_S%C3%B4ng_%C4%90%C3%A0_7___C%C3%B4ng_Ty_C%E1%BB%95_Ph%E1%BA%A7n_Th%E1%BB%A7y_%C4%90i%E1%BB%87n_Cao_Nguy%C3%AAn_-_S%C3%B4ng_%C4%90%C3%A0_7__Highland_-_Song_Da_7_Hydropower_Joint_Stock_Company___en_9183230.html,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: 3051.0),Matched via IGES CDM DB (Ref: 3051.0).
C0188,UP-VN001186-8,Yan Tann Sien Hydropower Project,Vietnam,VN,CDM,ACM0002 8.0,verifier (VVB),RWTÜV GmbH,RWTUV,,certification body,https://www.rwtuev.de/en/,https://vn.linkedin.com/company/troxmalaysia?trk=public_profile_experience-item_profile-section-card_subtitle-click,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: 3051.0),Matched via IGES CDM DB (Ref: 3051.0). Validated DOE.
C0189,UP-PH960366-7,Alternergy Pililla Wind Power Project,Philippines,PH,CDM,ACM0002,developer,Alternergy Wind One Corporation,Alternergy Wind One Corporation,Philippines,private company,https://www.alternergy.com/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0190,UP-PH960366-7,Alternergy Pililla Wind Power Project,Philippines,PH,CDM,ACM0002,verifier (VVB),Korea Energy Management corporation (KEMCO),KEMCO,,certification body,https://www.kemco.jp/global/,https://www.linkedin.com/company/kemco-systems,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0191,UP-ID000128-1,Energy efficiency through gas turbine co-generation in Indonesia,Indonesia,ID,CDM,AMS-II.D.,developer,P.T. Bridgestone Tire Indonesia,P.T. Bridgestone Tire Indonesia,Indonesia,private company,https://www.bridgestone.co.id/in,https://in.linkedin.com/company/pt-bridgestone-tire-indonesia,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0192,UP-ID000128-1,Energy efficiency through gas turbine co-generation in Indonesia,Indonesia,ID,CDM,AMS-II.D.,verifier (VVB),Det Norske Veritas- CUK,DNV,,certification body,https://www.dnv.us/,https://no.linkedin.com/company/dnv,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0193,UP-TH966806-4,Waste Heat Recovery and Power Generation at Siam Cement Thung Song Plant Phase II (TS46 Project),Thailand,TH,CDM,AMS-III.Q.,developer,"Cementhai Energy Conservation Co., Ltd.","Cementhai Energy Conservation Co., Ltd.",Thailand,private company,https://scc.listedcompany.com/supplementary.html,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0194,UP-TH966806-4,Waste Heat Recovery and Power Generation at Siam Cement Thung Song Plant Phase II (TS46 Project),Thailand,TH,CDM,AMS-III.Q.,verifier (VVB),Bureau Veritas Certification Holding SAS (BVCH),BVQI,,certification body,https://group.bureauveritas.com/,https://pa.linkedin.com/company/e-ssy,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0195,UP-TH966780-4,"SABCO power project, Chumporn",Thailand,TH,CDM,AMS-I.D.,developer,Sub Anan Biomass Co.Ltd.,Sub Anan Biomass Co.Ltd.,Thailand,private company,https://www.emis.com/php/company-profile/TH/Sub_Anan_Biomass_Company_Limited_en_7186187.html,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0196,UP-TH966780-4,"SABCO power project, Chumporn",Thailand,TH,CDM,AMS-I.D.,verifier (VVB),SGS United Kingdom Limited (SGS),SGS,,certification body,https://www.sgs.com/en-us,https://www.linkedin.com/company/sgs/,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0197,UP-TH967609-1,Introduction of 3.4MW Rooftop Solar Power System to Air-conditioning Parts Factories,Thailand,TH,JCM,TH_AM001 Ver1.0,developer,"SNC Former Public Co., Ltd.",SNC Former Public Co.,Thailand,private company,https://investor.sncformer.com/factsheet.html,,,,,0.9,https://www.jcm.go.jp/projects/TH005,Matched via IGES JCM DB (Ref: TH005).
C0198,UP-TH967609-1,Introduction of 3.4MW Rooftop Solar Power System to Air-conditioning Parts Factories,Thailand,TH,JCM,TH_AM001 Ver1.0,verifier (VVB),Lloyd's Register Quality Assurance Limited (LRQA),TPE-TH-001 Lloyd's Register Quality Assurance Limited (LRQA) ,,certification body,https://www.lrqa.com/en-us/,,,,,0.95,https://www.jcm.go.jp/projects/TH005,Matched via IGES JCM DB (Ref: TH005). Designated TPE.
C0199,UP-ID000165-5,Partial Fuel Switch from Coal to Biomass Residues in Boilers for Electricity and Heat Generation,Indonesia,ID,CDM,AM0036,developer,PT Pura Barutama,PT Pura Barutama,Indonesia,private company,https://puragroup.com/,https://id.linkedin.com/company/pura-barutama,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
C0200,UP-ID000165-5,Partial Fuel Switch from Coal to Biomass Residues in Boilers for Electricity and Heat Generation,Indonesia,ID,CDM,AM0036,verifier (VVB),Japan Quality Assurance Organisation (JQA),JQA,,certification body,https://obamawhitehouse.archives.gov/1600/presidents/johnquincyadams,https://www.linkedin.com/company/the-john-quincy-adams-society,,,,0.95,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan). Validated DOE.
C0201,UP-MY062727-4,Tradewinds Methane Extraction and Power Generation Project,Malaysia,MY,CDM,AM0022,developer,"Tradewinds Plantation , Management Sdn Bhd","Tradewinds Plantation , Management Sdn Bhd , BioX Carbon Malaysia Sdn Bhd",Malaysia,private company,https://www.tpb.com.my/,,,,,0.9,https://cdm.unfccc.int/Projects/DB/ (Ref: nan),Matched via IGES CDM DB (Ref: nan).
